Filename,Actual word
Image 2372.png,дороги
Image 2373.png,становятся
Image 2374.png,непроходимымиГородской
Image 2375.png,рельсовый
Image 2376.png,транспорт
Image 2377.png,также
Image 2378.png,хорошо
Image 2379.png,развит
Image 2380.png,Московское
Image 2381.png,метро
Image 2382.png,открытое
Image 2383.png,тридцатых
Image 2384.png,годах
Image 2385.png,знаменито
Image 2386.png,только
Image 2387.png,эффективностью
Image 2388.png,красотой
Image 2389.png,станций
Image 2390.png,Мраморные
Image 2391.png,колонны
Image 2392.png,мозаики
Image 2393.png,люстры
Image 2394.png,скульптуры
Image 2395.png,создают
Image 2396.png,атмосферу
Image 2397.png,дворца
Image 2398.png,народа
Image 2399.png,Каждая
Image 2400.png,станция
Image 2401.png,имеет
Image 2402.png,уникальный
Image 2403.png,дизайн
Image 2404.png,часто
Image 2405.png,отражающий
Image 2406.png,историю
Image 2407.png,культуру
Image 2408.png,района
Image 2409.png,Другие
Image 2410.png,крупные
Image 2411.png,города
Image 2412.png,такие
Image 2413.png,Санкт
Image 2414.png,Петербург
Image 2415.png,Новосибирск
Image 2416.png,Нижний
Image 2417.png,Новгород
Image 2418.png,имеют
Image 2419.png,свои
Image 2420.png,метрополитены
Image 2421.png,трамваи
Image 2422.png,электрички
Image 2423.png,работают
Image 2424.png,меньших
Image 2425.png,городах
Image 2426.png,пригородахРоссийская
Image 2427.png,дорожная
Image 2428.png,сеть
Image 2429.png,обширна
Image 2430.png,соединяя
Image 2431.png,города
Image 2432.png,посёлки
Image 2433.png,деревни
Image 2434.png,всей
Image 2435.png,территории
Image 2436.png,Крупные
Image 2437.png,автомагистрали
Image 2438.png,связывают
Image 2439.png,Москву
Image 2440.png,Санкт-Петербургом
Image 2441.png,Поволжьем
Image 2442.png,другими
Image 2443.png,регионами
Image 2444.png,Федеральная
Image 2445.png,система
Image 2446.png,дорог
Image 2447.png,поддерживает
Image 2448.png,дальние
Image 2449.png,поездки
Image 2450.png,автомобилях
Image 2451.png,автобусах
Image 2452.png,грузовиках
Image 2453.png,Однако
Image 2454.png,качество
Image 2455.png,дорог
Image 2456.png,сильно
Image 2457.png,различается
Image 2458.png,особенно
Image 2459.png,отдалённых
Image 2460.png,северных
Image 2461.png,районах
Image 2462.png,суровая
Image 2463.png,погода
Image 2464.png,вечная
Image 2465.png,мерзлота
Image 2466.png,нехватка
Image 2467.png,инвестиций
Image 2468.png,создают
Image 2469.png,трудности
Image 2470.png,Весной
Image 2471.png,осенью
Image 2472.png,некоторых
Image 2473.png,местах
Image 2474.png,дороги
Image 2475.png,становятся
Image 2476.png,непроходимыми
Image 2477.png,таяния
Image 2478.png,снега
Image 2479.png,дождейГородские
Image 2480.png,улицы
Image 2481.png,часто
Image 2482.png,широкие
Image 2483.png,рассчитаны
Image 2484.png,интенсивное
Image 2485.png,движение
Image 2486.png,Маршрутки
Image 2487.png,автобусы
Image 2488.png,троллейбусы
Image 2489.png,привычные
Image 2490.png,городские
Image 2491.png,транспортные
Image 2492.png,средства
Image 2493.png,последние
Image 2494.png,годы
Image 2495.png,популярность
Image 2496.png,набирают
Image 2497.png,такси
Image 2498.png,сервисы
Image 2499.png,заказа
Image 2500.png,поездок
Image 2501.png,приложения
Image 2502.png,особенно
Image 2503.png,крупных
Image 2504.png,городах
Image 2505.png,Несмотря
Image 2506.png,пробки
Image 2507.png,изношенную
Image 2508.png,инфраструктуру
Image 2509.png,дороги
Image 2510.png,остаются
Image 2511.png,основой
Image 2512.png,повседневной
Image 2513.png,жизни
Image 2514.png,торговлиБлагодаря
Image 2515.png,огромным
Image 2516.png,расстояниям
Image 2517.png,внутри
Image 2518.png,страны
Image 2519.png,воздушный
Image 2520.png,транспорт
Image 2521.png,имеет
Image 2522.png,ключевое
Image 2523.png,значение
Image 2524.png,связи
Image 2525.png,регионами
Image 2526.png,Десятки
Image 2527.png,авиакомпаний
Image 2528.png,выполняют
Image 2529.png,рейсы
Image 2530.png,между
Image 2531.png,городами
Image 2532.png,главных
Image 2533.png,московских
Image 2534.png,аэропортов
Image 2535.png,Шереметьево
Image 2536.png,Домодедово
Image 2537.png,Внуково
Image 2538.png,далёких
Image 2539.png,пунктов
Image 2540.png,Сибири
Image 2541.png,Арктики
Image 2542.png,Дальнего
Image 2543.png,Востока
Image 2544.png,некоторых
Image 2545.png,посёлков
Image 2546.png,особенно
Image 2547.png,полярным
Image 2548.png,кругом
Image 2549.png,самолёты
Image 2550.png,единственный
Image 2551.png,реальный
Image 2552.png,способ
Image 2553.png,добраться
Image 2554.png,остального
Image 2555.png,мира
Image 2556.png,большую
Image 2557.png,часть
Image 2558.png,годаРоссия
Image 2559.png,гордится
Image 2560.png,своими
Image 2561.png,достижениями
Image 2562.png,авиации
Image 2563.png,знаменитые
Image 2564.png,конструкторы
Image 2565.png,Туполев
Image 2566.png,Ильюшин
Image 2567.png,Сухой
Image 2568.png,внесли
Image 2569.png,вклад
Image 2570.png,гражданскую
Image 2571.png,военную
Image 2572.png,авиацию
Image 2573.png,Вертолёты
Image 2574.png,широко
Image 2575.png,используются
Image 2576.png,доставки
Image 2577.png,людей
Image 2578.png,грузов
Image 2579.png,труднодоступные
Image 2580.png,районы
Image 2581.png,обслуживания
Image 2582.png,нефтегазовых
Image 2583.png,объектовОгромная
Image 2584.png,сеть
Image 2585.png,рек
Image 2586.png,озёр
Image 2587.png,всегда
Image 2588.png,имела
Image 2589.png,большое
Image 2590.png,значение
Image 2591.png,торговли
Image 2592.png,транспорта
Image 2593.png,связи
Image 2594.png,Волга
Image 2595.png,самая
Image 2596.png,длинная
Image 2597.png,река
Image 2598.png,страны
Image 2599.png,важнейшая
Image 2600.png,транспортная
Image 2601.png,артерия
Image 2602.png,соединяющая
Image 2603.png,центр
Image 2604.png,России
Image 2605.png,Каспийским
Image 2606.png,морем
Image 2607.png,По
Image 2608.png,рекам
Image 2609.png,ходят
Image 2610.png,пассажирские
Image 2611.png,грузовые
Image 2612.png,суда
Image 2613.png,порты
Image 2614.png,поддерживают
Image 2615.png,работу
Image 2616.png,региональных
Image 2617.png,экономикДругие
Image 2618.png,крупные
Image 2619.png,реки
Image 2620.png,Лена
Image 2621.png,Енисей
Image 2622.png,Обь
Image 2623.png,Амур
Image 2624.png,тоже
Image 2625.png,служат
Image 2626.png,артериями
Image 2627.png,своих
Image 2628.png,регионов
Image 2629.png,севере
Image 2630.png,ледоколы
Image 2631.png,специальные
Image 2632.png,суда
Image 2633.png,поддерживают
Image 2634.png,работу
Image 2635.png,портов
Image 2636.png,зимой
Image 2637.png,обеспечивая
Image 2638.png,экспорт
Image 2639.png,нефти
Image 2640.png,газа
Image 2641.png,руды
Image 2642.png,древесины
Image 2643.png,Морской
Image 2644.png,флот
Image 2645.png,страны
Image 2646.png,работает
Image 2647.png,Балтике
Image 2648.png,Чёрном
Image 2649.png,Тихом
Image 2650.png,морях
Image 2651.png,Арктике
Image 2652.png,поддерживая
Image 2653.png,международную
Image 2654.png,торговлю
Image 2655.png,рыболовствонекоторых
Image 2656.png,городах
Image 2657.png,например
Image 2658.png,Санкт
Image 2659.png,Петербурге
Image 2660.png,каналы
Image 2661.png,реки
Image 2662.png,часть
Image 2663.png,городской
Image 2664.png,жизни
Image 2665.png,туризма
Image 2666.png,Водные
Image 2667.png,такси
Image 2668.png,прогулочные
Image 2669.png,катера
Image 2670.png,позволяют
Image 2671.png,взглянуть
Image 2672.png,дворцы
Image 2673.png,мосты
Image 2674.png,города
Image 2675.png,водыКлимат
Image 2676.png,география
Image 2677.png,России
Image 2678.png,способствовали
Image 2679.png,появлению
Image 2680.png,уникальных
Image 2681.png,видов
Image 2682.png,транспорта
Image 2683.png,Крайнем
Image 2684.png,Севере
Image 2685.png,Сибири
Image 2686.png,передвижения
Image 2687.png,снегу
Image 2688.png,льду
Image 2689.png,используют
Image 2690.png,оленьи
Image 2691.png,упряжки
Image 2692.png,снегоходы
Image 2693.png,вездеходы
Image 2694.png,Зимой
Image 2695.png,устраивают
Image 2696.png,зимники
Image 2697.png,временные
Image 2698.png,дороги
Image 2699.png,льду
Image 2700.png,рек
Image 2701.png,озёр
Image 2702.png,грузовики
Image 2703.png,могли
Image 2704.png,добираться
Image 2705.png,труднодоступных
Image 2706.png,мест
Image 2707.png,сельской
Image 2708.png,местности
Image 2709.png,сих
Image 2710.png,пор
Image 2711.png,используют
Image 2712.png,гужевой
Image 2713.png,транспорт
Image 2714.png,сани
Image 2715.png,телеги
Image 2716.png,особенно
Image 2717.png,дорог
Image 2718.png,они
Image 2719.png,плохом
Image 2720.png,состоянииГородской
Image 2721.png,велотранспорт
Image 2722.png,менее
Image 2723.png,популярен
Image 2724.png,Западной
Image 2725.png,Европе
Image 2726.png,климата
Image 2727.png,инфраструктуры
Image 2728.png,становится
Image 2729.png,более
Image 2730.png,востребованным
Image 2731.png,особенно
Image 2732.png,Москве
Image 2733.png,Петербурге
Image 2734.png,строят
Image 2735.png,велодорожки
Image 2736.png,внедряют
Image 2737.png,прокатАрхитектура
Image 2738.png,транспорт
Image 2739.png,России
Image 2740.png,сталкиваются
Image 2741.png,многими
Image 2742.png,вызовами
Image 2743.png,Суровые
Image 2744.png,зимы
Image 2745.png,таяние
Image 2746.png,вечной
Image 2747.png,мерзлоты
Image 2748.png,землетрясения
Image 2749.png,Дальнем
Image 2750.png,Востоке
Image 2751.png,быстрая
Image 2752.png,урбанизация
Image 2753.png,всё
Image 2754.png,это
Image 2755.png,испытывает
Image 2756.png,прочность
Image 2757.png,здания
Image 2758.png,инфраструктуру
Image 2759.png,последние
Image 2760.png,десятилетия
Image 2761.png,государство
Image 2762.png,вкладывает
Image 2763.png,средства
Image 2764.png,модернизацию
Image 2765.png,транспорта
Image 2766.png,строятся
Image 2767.png,новые
Image 2768.png,магистрали
Image 2769.png,расширяются
Image 2770.png,аэропорты
Image 2771.png,обновляются
Image 2772.png,железные
Image 2773.png,дороги
Image 2774.png,Проекты
Image 2775.png,вроде
Image 2776.png,скоростного
Image 2777.png,поезда
Image 2778.png,Сапсан
Image 2779.png,между
Image 2780.png,Москвой
Image 2781.png,Петербургом
Image 2782.png,новые
Image 2783.png,линии
Image 2784.png,метро
Image 2785.png,развитие
Image 2786.png,умных
Image 2787.png,городов
Image 2788.png,делают
Image 2789.png,мегаполисы
Image 2790.png,более
Image 2791.png,удобными
Image 2792.png,современнымиАрхитекторы
Image 2793.png,инженеры
Image 2794.png,разрабатывают
Image 2795.png,инновационные
Image 2796.png,подходы
Image 2797.png,устойчивому
Image 2798.png,строительству
Image 2799.png,применяют
Image 2800.png,энергоэффективные
Image 2801.png,материалы
Image 2802.png,зелёные
Image 2803.png,крыши
Image 2804.png,современные
Image 2805.png,системы
Image 2806.png,отопления
Image 2807.png,уменьшения
Image 2808.png,воздействия
Image 2809.png,окружающую
Image 2810.png,среду
Image 2811.png,Реставрация
Image 2812.png,исторических
Image 2813.png,районов
Image 2814.png,Москвы
Image 2815.png,Казани
Image 2816.png,других
Image 2817.png,городов
Image 2818.png,сочетается
Image 2819.png,обновлением
Image 2820.png,привлекает
Image 2821.png,туристов
Image 2822.png,поддерживает
Image 2823.png,местную
Image 2824.png,экономикуАрхитектура
Image 2825.png,транспорт
Image 2826.png,просто
Image 2827.png,технические
Image 2828.png,достижения
Image 2829.png,часть
Image 2830.png,ежедневной
Image 2831.png,жизни
Image 2832.png,Памятники
Image 2833.png,храмы
Image 2834.png,жилые
Image 2835.png,дома
Image 2836.png,определяют
Image 2837.png,облик
Image 2838.png,районов
Image 2839.png,транспорт
Image 2840.png,диктует
Image 2841.png,люди
Image 2842.png,работают
Image 2843.png,путешествуют
Image 2844.png,общаются
Image 2845.png,Величие
Image 2846.png,станции
Image 2847.png,метро
Image 2848.png,уют
Image 2849.png,многочасовой
Image 2850.png,поездки
Image 2851.png,поезде
Image 2852.png,силуэт
Image 2853.png,храмового
Image 2854.png,купола
Image 2855.png,закате
Image 2856.png,шум
Image 2857.png,оживлённой
Image 2858.png,улицы
Image 2859.png,часть
Image 2860.png,российского
Image 2861.png,опытаПраздники
Image 2862.png,парады
Image 2863.png,массовые
Image 2864.png,мероприятия
Image 2865.png,часто
Image 2866.png,проходят
Image 2867.png,архитектурных
Image 2868.png,памятников
Image 2869.png,площадях
Image 2870.png,миллионов
Image 2871.png,людей
Image 2872.png,ежедневная
Image 2873.png,поездка
Image 2874.png,метро
Image 2875.png,автобусе
Image 2876.png,общее
Image 2877.png,социальное
Image 2878.png,событие
Image 2879.png,вид
Image 2880.png,купола
Image 2881.png,вдали
Image 2882.png,звук
Image 2883.png,поезда
Image 2884.png,вызывают
Image 2885.png,воспоминания
Image 2886.png,чувство
Image 2887.png,домаАрхитектура
Image 2888.png,транспорт
Image 2889.png,России
Image 2890.png,это
Image 2891.png,динамичное
Image 2892.png,изменяющееся
Image 2893.png,полотно
Image 2894.png,отражающее
Image 2895.png,огромные
Image 2896.png,просторы
Image 2897.png,многообразие
Image 2898.png,выносливость
Image 2899.png,народа
Image 2900.png,средневековых
Image 2901.png,церквей
Image 2902.png,императорских
Image 2903.png,дворцов
Image 2904.png,советских
Image 2905.png,высоток
Image 2906.png,современных
Image 2907.png,стеклянных
Image 2908.png,башен
Image 2909.png,всё
Image 2910.png,это
Image 2911.png,рассказывает
Image 2912.png,историю
Image 2913.png,страны
Image 2914.png,Транспортные
Image 2915.png,сети
Image 2916.png,железные
Image 2917.png,дороги
Image 2918.png,шоссе
Image 2919.png,авиация
Image 2920.png,водные
Image 2921.png,пути
Image 2922.png,связывают
Image 2923.png,людей
Image 2924.png,территории
Image 2925.png,преодолевая
Image 2926.png,природные
Image 2927.png,трудностиЭти
Image 2928.png,системы
Image 2929.png,показывают
Image 2930.png,изобретательность
Image 2931.png,адаптивность
Image 2932.png,россиян
Image 2933.png,уважение
Image 2934.png,традициям
Image 2935.png,стремление
Image 2936.png,прогрессу
Image 2937.png,разноцветные
Image 2938.png,купола
Image 2939.png,Василия
Image 2940.png,Блаженного
Image 2941.png,оживлённые
Image 2942.png,залы
Image 2943.png,Московского
Image 2944.png,метро
Image 2945.png,бесконечные
Image 2946.png,рельсы
Image 2947.png,Транссиба
Image 2948.png,российская
Image 2949.png,архитектура
Image 2950.png,транспорт
Image 2951.png,продолжают
Image 2952.png,вдохновлять
Image 2953.png,объединять
Image 2954.png,определять
Image 2955.png,жизнь
Image 2956.png,этой
Image 2957.png,необыкновенной
Image 2958.png,страны
Image 2959.png,Каждый
Image 2960.png,район
Image 2961.png,страны
Image 2962.png,имеет
Image 2963.png,свои
Image 2964.png,особенности
Image 2965.png,организации
Image 2966.png,транспорта
Image 2967.png,архитектурные
Image 2968.png,традиции
Image 2969.png,местные
Image 2970.png,жители
Image 2971.png,гордятся
Image 2972.png,уникальными
Image 2973.png,памятниками
Image 2974.png,архитектуры
Image 2975.png,транспортной
Image 2976.png,инфраструктурой
Image 2977.png,которые
Image 2978.png,отражают
Image 2979.png,историю
Image 2980.png,природные
Image 2981.png,условия
Image 2982.png,культурное
Image 2983.png,наследие
Image 2984.png,региона
Image 2985.png,Новые
Image 2986.png,поколения
Image 2987.png,архитекторов
Image 2988.png,инженеров
Image 2989.png,стремятся
Image 2990.png,сочетать
Image 2991.png,традиции
Image 2992.png,современные
Image 2993.png,технологии
Image 2994.png,создавая
Image 2995.png,гармоничное
Image 2996.png,пространство
Image 2997.png,для
Image 2998.png,будущих
Image 2999.png,поколений
Image 3000.png,россиян
Image 3001.png,парке
Image 3002.png,обустроены
Image 3003.png,Россия
Image 3004.png,самая
Image 3005.png,большая
Image 3006.png,страна
Image 3007.png,мира
Image 3008.png,раскинувшаяся
Image 3009.png,двух
Image 3010.png,континентах
Image 3011.png,одиннадцати
Image 3012.png,часовых
Image 3013.png,поясах
Image 3014.png,города
Image 3015.png,так
Image 3016.png,же
Image 3017.png,разнообразны
Image 3018.png,ландшафты
Image 3019.png,каждом
Image 3020.png,есть
Image 3021.png,университеты
Image 3022.png,которые
Image 3023.png,формируют
Image 3024.png,только
Image 3025.png,российскую
Image 3026.png,нацию
Image 3027.png,мировой
Image 3028.png,мир
Image 3029.png,науки
Image 3030.png,литературы
Image 3031.png,культуры
Image 3032.png,Связь
Image 3033.png,между
Image 3034.png,русским
Image 3035.png,городом
Image 3036.png,университетом
Image 3037.png,глубока
Image 3038.png,она
Image 3039.png,влияет
Image 3040.png,интеллектуальную
Image 3041.png,жизнь
Image 3042.png,экономику
Image 3043.png,дух
Image 3044.png,каждого
Image 3045.png,региона
Image 3046.png,Путешествие
Image 3047.png,российским
Image 3048.png,городам
Image 3049.png,университетам
Image 3050.png,открывает
Image 3051.png,окно
Image 3052.png,богатое
Image 3053.png,интеллектуальное
Image 3054.png,культурное
Image 3055.png,наследие
Image 3056.png,страны
Image 3057.png,Москва
Image 3058.png,столица
Image 3059.png,крупнейший
Image 3060.png,город
Image 3061.png,России
Image 3062.png,часто
Image 3063.png,первая
Image 3064.png,приходит
Image 3065.png,Москва
Image 3066.png,кипящий
Image 3067.png,мегаполис
Image 3068.png,где
Image 3069.png,традиции
Image 3070.png,сочетаются
Image 3071.png,новаторством
Image 3072.png,особенно
Image 3073.png,это
Image 3074.png,заметно
Image 3075.png,Московском
Image 3076.png,государственном
Image 3077.png,университете
Image 3078.png,имени
Image 3079.png,Ломоносова
Image 3080.png,Основанный
Image 3081.png,Михаилом
Image 3082.png,Ломоносовым
Image 3083.png,возвышается
Image 3084.png,Воробьёвых
Image 3085.png,горах
Image 3086.png,главное
Image 3087.png,здание
Image 3088.png,сталинская
Image 3089.png,высотка
Image 3090.png,доминирует
Image 3091.png,горизонтом
Image 3092.png,Университет
Image 3093.png,символ
Image 3094.png,российского
Image 3095.png,академического
Image 3096.png,превосходства
Image 3097.png,амбиций
Image 3098.png,Здесь
Image 3099.png,обучают
Image 3100.png,самым
Image 3101.png,разным
Image 3102.png,направлениям
Image 3103.png,математики
Image 3104.png,физики
Image 3105.png,журналистики
Image 3106.png,юриспруденции
Image 3107.png,Среди
Image 3108.png,выпускников
Image 3109.png,нобелевские
Image 3110.png,лауреаты
Image 3111.png,учёные
Image 3112.png,писатели
Image 3113.png,политики
Image 3114.png,Кампус
Image 3115.png,город
Image 3116.png,городе
Image 3117.png,библиотеки
Image 3118.png,музеи
Image 3119.png,общежития
Image 3120.png,ботанический
Image 3121.png,сад
Image 3122.png,Университет
Image 3123.png,проводит
Image 3124.png,международные
Image 3125.png,конференции
Image 3126.png,активно
Image 3127.png,сотрудничает
Image 3128.png,ведущими
Image 3129.png,вузами
Image 3130.png,мира
Image 3131.png,укрепляет
Image 3132.png,статус
Image 3133.png,Москвы
Image 3134.png,как
Image 3135.png,интеллектуального
Image 3136.png,культурного
Image 3137.png,центра
Image 3138.png,страны
Image 3139.png,Сам
Image 3140.png,город
Image 3141.png,насыщенный
Image 3142.png,театрами
Image 3143.png,галереями
Image 3144.png,историческими
Image 3145.png,памятниками
Image 3146.png,даёт
Image 3147.png,студентам
Image 3148.png,широкие
Image 3149.png,возможности
Image 3150.png,личностного
Image 3151.png,профессионального
Image 3152.png,роста
Image 3153.png,северо-западе
Image 3154.png,расположился
Image 3155.png,второй
Image 3156.png,величине
Image 3157.png,город
Image 3158.png,России
Image 3159.png,культурная
Image 3160.png,столица
Image 3161.png,Основанный
Image 3162.png,Петром
Image 3163.png,Великим
Image 3164.png,как
Image 3165.png,окно
Image 3166.png,Европу
Image 3167.png,Петербург
Image 3168.png,знаменит
Image 3169.png,своими
Image 3170.png,каналами
Image 3171.png,барочной
Image 3172.png,неоклассической
Image 3173.png,архитектурой
Image 3174.png,музеями
Image 3175.png,мирового
Image 3176.png,уровня
Image 3177.png,Санкт
Image 3178.png,Петербургский
Image 3179.png,государственный
Image 3180.png,университет
Image 3181.png,основанный
Image 3182.png,старейших
Image 3183.png,самых
Image 3184.png,престижных
Image 3185.png,вузов
Image 3186.png,России
Image 3187.png,тесно
Image 3188.png,связан
Image 3189.png,историей
Image 3190.png,идентичностью
Image 3191.png,города
Image 3192.png,Среди
Image 3193.png,выпускников
Image 3194.png,Дмитрий
Image 3195.png,Менделеев
Image 3196.png,создатель
Image 3197.png,периодической
Image 3198.png,таблицы
Image 3199.png,писатели
Image 3200.png,такие
Image 3201.png,Иван
Image 3202.png,Тургенев
Image 3203.png,Иосиф
Image 3204.png,Бродский
Image 3205.png,Главные
Image 3206.png,корпуса
Image 3207.png,университета
Image 3208.png,расположены
Image 3209.png,берегу
Image 3210.png,Невы
Image 3211.png,здании
Image 3212.png,Двенадцати
Image 3213.png,коллегий
Image 3214.png,отражая
Image 3215.png,имперское
Image 3216.png,величие
Image 3217.png,России
Image 3218.png,Университет
Image 3219.png,славится
Image 3220.png,сильными
Image 3221.png,школами
Image 3222.png,филологии
Image 3223.png,международных
Image 3224.png,отношений
Image 3225.png,естественных
Image 3226.png,наук
Image 3227.png,математики
Image 3228.png,Большое
Image 3229.png,количество
Image 3230.png,студентов
Image 3231.png,придаёт
Image 3232.png,городу
Image 3233.png,особую
Image 3234.png,динамику
Image 3235.png,делает
Image 3236.png,улицы
Image 3237.png,кафе
Image 3238.png,культурную
Image 3239.png,жизнь
Image 3240.png,живыми
Image 3241.png,насыщенными
Image 3242.png,Двигаясь
Image 3243.png,дальше
Image 3244.png,восток
Image 3245.png,попадаем
Image 3246.png,Новосибирск
Image 3247.png,крупнейший
Image 3248.png,город
Image 3249.png,Сибири
Image 3250.png,третий
Image 3251.png,населению
Image 3252.png,России
Image 3253.png,Город
Image 3254.png,основан
Image 3255.png,как
Image 3256.png,станция
Image 3257.png,Транссибирской
Image 3258.png,железной
Image 3259.png,дороги
Image 3260.png,затем
Image 3261.png,стремительно
Image 3262.png,превратился
Image 3263.png,центр
Image 3264.png,промышленности
Image 3265.png,науки
Image 3266.png,Новосибирский
Image 3267.png,государственный
Image 3268.png,университет
Image 3269.png,основанный
Image 3270.png,расположен
Image 3271.png,Академгородке
Image 3272.png,уникальном
Image 3273.png,научном
Image 3274.png,посёлке
Image 3275.png,окраине
Image 3276.png,города
Image 3277.png,Академгородок
Image 3278.png,задумывался
Image 3279.png,оазис
Image 3280.png,учёных
Image 3281.png,сегодня
Image 3282.png,работают
Image 3283.png,десятки
Image 3284.png,научных
Image 3285.png,институтов
Image 3286.png,делает
Image 3287.png,ведущих
Image 3288.png,научных
Image 3289.png,центров
Image 3290.png,страны
Image 3291.png,известен
Image 3292.png,сильными
Image 3293.png,программами
Image 3294.png,физике
Image 3295.png,математике
Image 3296.png,химии
Image 3297.png,информатике
Image 3298.png,Тесная
Image 3299.png,связь
Image 3300.png,университета
Image 3301.png,Сибирским
Image 3302.png,отделением
Image 3303.png,Российской
Image 3304.png,академии
Image 3305.png,наук
Image 3306.png,позволяет
Image 3307.png,студентам
Image 3308.png,участвовать
Image 3309.png,передовых
Image 3310.png,научных
Image 3311.png,проектах
Image 3312.png,Сам
Image 3313.png,Новосибирск
Image 3314.png,динамичный
Image 3315.png,город
Image 3316.png,театрами
Image 3317.png,музеями
Image 3318.png,активной
Image 3319.png,музыкальной
Image 3320.png,сценой
Image 3321.png,Синергия
Image 3322.png,города
Image 3323.png,университета
Image 3324.png,привлекает
Image 3325.png,студентов
Image 3326.png,исследователей
Image 3327.png,всех
Image 3328.png,уголков
Image 3329.png,России
Image 3330.png,мира
Image 3331.png,Казань
Image 3332.png,столица
Image 3333.png,Республики
Image 3334.png,Татарстан
Image 3335.png,город
Image 3336.png,слиянии
Image 3337.png,Волги
Image 3338.png,Казанки
Image 3339.png,Здесь
Image 3340.png,встречаются
Image 3341.png,Восток
Image 3342.png,Запад
Image 3343.png,русская
Image 3344.png,татарская
Image 3345.png,культуры
Image 3346.png,мирно
Image 3347.png,сосуществуют
Image 3348.png,Казанский
Image 3349.png,федеральный
Image 3350.png,университет
Image 3351.png,основанный
Image 3352.png,старейших
Image 3353.png,университетов
Image 3354.png,России
Image 3355.png,символ
Image 3356.png,многонациональной
Image 3357.png,идентичности
Image 3358.png,региона
Image 3359.png,Среди
Image 3360.png,выпускников
Image 3361.png,Лев
Image 3362.png,Толстой
Image 3363.png,автор
Image 3364.png,Войны
Image 3365.png,мира
Image 3366.png,Николай
Image 3367.png,Лобачевский
Image 3368.png,основатель
Image 3369.png,неевклидовой
Image 3370.png,геометрии
Image 3371.png,славится
Image 3372.png,исследованиями
Image 3373.png,области
Image 3374.png,лингвистики
Image 3375.png,истории
Image 3376.png,химии
Image 3377.png,нефтяного
Image 3378.png,дела
Image 3379.png,отражает
Image 3380.png,экономическое
Image 3381.png,культурное
Image 3382.png,многообразие
Image 3383.png,города
Image 3384.png,Кампус
Image 3385.png,расположен
Image 3386.png,центре
Image 3387.png,Казани
Image 3388.png,окружён
Image 3389.png,историческими
Image 3390.png,зданиями
Image 3391.png,мечетями
Image 3392.png,церквями
Image 3393.png,современной
Image 3394.png,инфраструктурой
Image 3395.png,Яркая
Image 3396.png,студенческая
Image 3397.png,жизнь
Image 3398.png,разнообразная
Image 3399.png,кухня
Image 3400.png,фестивали
Image 3401.png,создают
Image 3402.png,особую
Image 3403.png,атмосферу
Image 3404.png,притягивающую
Image 3405.png,студентов
Image 3406.png,всей
Image 3407.png,страны
Image 3408.png,рубежа
Image 3409.png,юге
Image 3410.png,страны
Image 3411.png,ворота
Image 3412.png,Кавказ
Image 3413.png,крупный
Image 3414.png,транспортно
Image 3415.png,промышленный
Image 3416.png,центр
Image 3417.png,Южный
Image 3418.png,федеральный
Image 3419.png,университет
Image 3420.png,главным
Image 3421.png,кампусом
Image 3422.png,Ростове
Image 3423.png,филиалами
Image 3424.png,Таганроге
Image 3425.png,других
Image 3426.png,городах
Image 3427.png,образован
Image 3428.png,слиянием
Image 3429.png,нескольких
Image 3430.png,вузов
Image 3431.png,известен
Image 3432.png,междисциплинарным
Image 3433.png,подходом
Image 3434.png,сильными
Image 3435.png,школами
Image 3436.png,инженерии
Image 3437.png,психологии
Image 3438.png,филологии
Image 3439.png,естественных
Image 3440.png,наук
Image 3441.png,Университет
Image 3442.png,сотрудничает
Image 3443.png,промышленными
Image 3444.png,предприятиями
Image 3445.png,научными
Image 3446.png,центрами
Image 3447.png,играет
Image 3448.png,важную
Image 3449.png,роль
Image 3450.png,экономике
Image 3451.png,региона
Image 3452.png,Ростов
Image 3453.png,тёплый
Image 3454.png,гостеприимный
Image 3455.png,город
Image 3456.png,рынками
Image 3457.png,живописной
Image 3458.png,набережной
Image 3459.png,Дона
Image 3460.png,культурным
Image 3461.png,разнообразием
Image 3462.png,Студенты
Image 3463.png,любят
Image 3464.png,проводить
Image 3465.png,время
Image 3466.png,набережной
Image 3467.png,отдыхая
Image 3468.png,после
Image 3469.png,занятий
Image 3470.png,Екатеринбург
Image 3471.png,расположенный
Image 3472.png,восточном
Image 3473.png,склоне
Image 3474.png,Уральских
Image 3475.png,гор
Image 3476.png,служит
Image 3477.png,мостом
Image 3478.png,между
Image 3479.png,Европой
Image 3480.png,Азией
Image 3481.png,четвёртый
Image 3482.png,величине
Image 3483.png,город
Image 3484.png,России
Image 3485.png,крупный
Image 3486.png,промышленный
Image 3487.png,культурный
Image 3488.png,образовательный
Image 3489.png,центр
Image 3490.png,Уральский
Image 3491.png,федеральный
Image 3492.png,университет
Image 3493.png,носящий
Image 3494.png,имя
Image 3495.png,первого
Image 3496.png,президента
Image 3497.png,России
Image 3498.png,Бориса
Image 3499.png,Ельцина
Image 3500.png,ведущий
Image 3501.png,города
Image 3502.png,Основанный
Image 3503.png,предлагает
Image 3504.png,широкий
Image 3505.png,спектр
Image 3506.png,программ
Image 3507.png,инженерии
Image 3508.png,экономики
Image 3509.png,гуманитарных
Image 3510.png,наук
Image 3511.png,Университет
Image 3512.png,активно
Image 3513.png,работает
Image 3514.png,промышленностью
